Country,City,Year,AQI,PM2.5,PM10,Deforestation_Rate_%,Afforestation_Rate_%,Vehicles_Increase_%,Industries_Increase_%,Env_Budget_Million_USD,Population_Density_Per_SqKm,CO2_Emissions_MT,Green_Space_Ratio_%,Avg_Life_Expectancy_Index,Region,Income group,Population_Density_Category,AQI_category,Decade,CO2_per_Population,PM_Ratio,Net_Forest_Change_%,Pollution_Health_Impact
Germany,Munich,2023,50.99,23.28,48.2,0.57,3.03,3.15,4.89,422.82,2721.4,121.02,45.79,82.45,Europe & Central Asia,High income,Very High,Moderate,2020s,0.044453423449897146,0.4829875518672199,2.46,0.6110245656081486
Germany,Munich,2023,16.04,8.12,11.44,0.76,3.97,5.62,2.62,203.96,2584.84,95.03,48.57,84.34,Europe & Central Asia,High income,Very High,Good,2020s,0.03675014695418123,0.7097902097902098,3.21,0.1879540660885868
Germany,Munich,2023,24.8,14.56,17.86,0.4,4.0,5.23,3.18,435.25,1489.92,125.74,50.1,84.22,Europe & Central Asia,High income,High,Good,2020s,0.0843371877766748,0.8152295632698768,3.6,0.29101149964796996
Germany,Munich,2023,24.17,9.77,24.45,0.64,2.36,4.87,3.67,809.31,3004.77,115.06,43.44,85.01,Europe & Central Asia,High income,Very High,Good,2020s,0.03827970869361262,0.39959100204498976,1.7199999999999998,0.2810138356005116
Germany,Munich,2023,55.86,37.21,54.1,0.61,1.31,4.13,2.78,611.93,3437.05,117.55,39.87,82.5,Europe & Central Asia,High income,Very High,Moderate,2020s,0.03419089309346868,0.6878003696857671,0.7000000000000001,0.6689820359281438
Germany,Munich,2023,47.5,26.7,51.73,0.19,3.35,5.26,4.68,218.67,1018.21,105.6,48.83,82.27,Europe & Central Asia,High income,High,Good,2020s,0.10360965846096486,0.5161415039628843,3.16,0.5704335294824067
Germany,Munich,2023,25.46,13.4,26.44,0.79,3.15,3.28,3.24,702.43,6101.25,93.12,42.55,84.71,Europe & Central Asia,High income,Very High,Good,2020s,0.015259945102216396,0.5068078668683812,2.36,0.2970481857426205
Germany,Munich,2023,87.8,42.13,78.37,0.98,2.22,5.33,2.82,406.72,8739.96,135.1,36.93,79.96,Europe & Central Asia,High income,Very High,Moderate,2020s,0.015455968223169995,0.5375781549062141,1.2400000000000002,1.0844861660079053
Germany,Munich,2023,32.97,16.76,32.83,0.28,1.28,3.86,3.54,489.6,2700.57,100.76,40.85,83.78,Europe & Central Asia,High income,Very High,Good,2020s,0.03729683110191481,0.5105086810843741,1.0,0.3888888888888889
Germany,Munich,2023,26.47,12.84,23.33,0.37,1.48,2.52,3.37,778.07,4335.51,101.06,39.73,84.79,Europe & Central Asia,High income,Very High,Good,2020s,0.023304454503736874,0.5503643377625376,1.1099999999999999,0.3085441193612309
Germany,Munich,2023,117.78,53.64,128.48,1.26,2.73,3.03,2.24,207.82,9495.49,82.0,37.42,77.56,Europe & Central Asia,High income,Very High,Sensitive,2020s,0.008634769267381949,0.4174968866749689,1.47,1.4992362525458247
Germany,Munich,2023,69.79,29.26,62.3,1.46,2.42,3.28,3.42,431.78,2881.53,79.17,42.91,81.21,Europe & Central Asia,High income,Very High,Moderate,2020s,0.027465455693435975,0.46966292134831467,0.96,0.8489234886266879
Germany,Munich,2023,36.32,23.77,34.76,1.46,1.85,5.0,2.0,373.46,2835.35,81.72,41.25,83.33,Europe & Central Asia,High income,Very High,Good,2020s,0.028811676979216248,0.6838319907940161,0.3900000000000001,0.43068896003794616
Germany,Munich,2023,35.48,22.41,36.07,0.19,3.54,4.75,3.33,725.46,4394.43,99.74,46.03,84.09,Europe & Central Asia,High income,Very High,Good,2020s,0.02269175029519296,0.6212919323537566,3.35,0.4169702667763544
Germany,Munich,2023,61.16,39.49,59.61,0.46,2.51,3.05,4.78,746.38,2465.69,95.9,44.6,82.42,Europe & Central Asia,High income,Very High,Moderate,2020s,0.038878010613413116,0.6624727394732428,2.05,0.7331575161831695
Germany,Munich,2023,15.34,7.13,11.38,0.97,3.48,3.46,2.61,679.69,5810.3,110.23,43.66,85.34,Europe & Central Asia,High income,Very High,Good,2020s,0.01896821709428183,0.6265377855887522,2.51,0.17766967801714154
Germany,Munich,2023,48.48,25.75,36.37,1.45,3.28,7.54,4.48,854.62,2717.48,158.83,45.67,83.48,Europe & Central Asia,High income,Very High,Good,2020s,0.058426032194461616,0.7080010998075338,1.8299999999999998,0.5738636363636364
Germany,Munich,2023,61.03,33.0,65.08,0.97,3.48,2.43,4.86,364.75,5573.38,119.72,43.89,81.66,Europe & Central Asia,High income,Very High,Moderate,2020s,0.02147682791628845,0.5070682237246465,2.51,0.738325671425115
Germany,Munich,2023,68.54,43.32,58.23,0.29,2.27,7.37,4.24,838.44,7252.69,160.94,39.28,82.11,Europe & Central Asia,High income,Very High,Moderate,2020s,0.022187328104730144,0.743946419371458,1.98,0.8246901696546746
Germany,Munich,2023,74.9,49.02,80.29,1.34,1.79,7.94,3.66,680.27,8102.15,127.27,35.92,81.37,Europe & Central Asia,High income,Very High,Moderate,2020s,0.01570623769768547,0.6105368040851912,0.44999999999999996,0.909311642588321
Germany,Munich,2023,71.05,43.3,58.63,1.29,3.84,7.0,2.23,874.84,7017.02,114.27,43.2,82.01,Europe & Central Asia,High income,Very High,Moderate,2020s,0.016282370241179133,0.7385297629200067,2.55,0.8559209733767015
Germany,Munich,2023,17.08,8.05,16.32,1.24,2.34,4.48,1.89,809.79,6216.44,117.12,39.55,85.48,Europe & Central Asia,High income,Very High,Good,2020s,0.018837334980313442,0.49325980392156865,1.0999999999999999,0.19750231267345048
Germany,Munich,2023,37.63,25.16,36.27,1.09,3.09,3.36,1.48,541.46,5417.7,75.93,42.77,83.57,Europe & Central Asia,High income,Very High,Good,2020s,0.01401258604462325,0.6936862420733388,1.9999999999999998,0.44495684048717044
Germany,Munich,2023,40.11,19.8,36.11,0.42,3.8,2.4,3.0,405.87,2637.62,93.63,48.34,83.14,Europe & Central Asia,High income,Very High,Good,2020s,0.03548445778475112,0.5483245638327333,3.38,0.47670549084858566
Germany,Munich,2023,15.14,6.94,12.69,0.69,3.02,2.35,4.44,381.33,2212.29,104.77,46.16,84.75,Europe & Central Asia,High income,Very High,Good,2020s,0.04733677014760831,0.5468873128447597,2.33,0.1765597667638484
Germany,Munich,2023,81.18,47.5,60.71,0.91,2.8,7.56,3.06,327.41,3914.07,142.52,43.56,80.24,Europe & Central Asia,High income,Very High,Moderate,2020s,0.03640292510734163,0.7824081699884697,1.8899999999999997,0.9992614475627771
Germany,Munich,2023,74.38,31.51,67.53,0.39,3.55,5.19,2.97,208.53,1767.14,103.87,48.5,80.46,Europe & Central Asia,High income,High,Moderate,2020s,0.05874534821903243,0.46660743373315566,3.1599999999999997,0.9130861772649153
Germany,Munich,2023,40.25,26.91,42.24,0.48,3.13,3.96,4.02,801.06,2536.68,116.6,46.39,83.92,Europe & Central Asia,High income,Very High,Good,2020s,0.04594747958765487,0.6370738636363636,2.65,0.47397550635892605
Germany,Munich,2023,37.68,24.76,26.94,0.42,2.41,5.62,1.99,923.98,7747.03,109.93,39.05,84.34,Europe & Central Asia,High income,Very High,Good,2020s,0.014188122658275718,0.919079435783222,1.9900000000000002,0.44152800562456057
Germany,Munich,2023,50.88,28.42,54.68,0.31,1.6,6.97,4.49,817.22,9611.56,160.73,34.89,83.24,Europe & Central Asia,High income,Very High,Moderate,2020s,0.016720831911582346,0.5197512801755669,1.29,0.6039886039886041
Germany,Munich,2023,77.3,49.44,74.85,0.41,2.77,4.04,4.46,784.26,9048.25,141.36,38.86,81.42,Europe & Central Asia,High income,Very High,Moderate,2020s,0.015621184076028402,0.6605210420841684,2.36,0.9378791555447706
Germany,Munich,2023,15.0,7.05,16.33,0.44,1.11,2.15,3.41,272.85,2346.09,78.37,40.54,84.55,Europe & Central Asia,High income,Very High,Good,2020s,0.033390283286963855,0.43172075933864057,0.6700000000000002,0.17533606078316774
Germany,Munich,2023,41.29,23.51,36.29,0.3,2.24,3.68,4.06,476.72,2407.75,111.77,44.03,83.2,Europe & Central Asia,High income,Very High,Good,2020s,0.0464016606123508,0.6478368696610637,1.9400000000000002,0.4903800475059382
Germany,Munich,2023,75.15,47.87,68.3,1.04,2.52,5.57,4.11,615.19,7558.57,122.25,38.97,81.22,Europe & Central Asia,High income,Very High,Moderate,2020s,0.016171554731287625,0.700878477306003,1.48,0.914011189491608
Germany,Munich,2023,80.68,49.43,69.8,0.14,3.04,6.36,4.84,467.17,7082.94,132.75,41.89,80.56,Europe & Central Asia,High income,Very High,Moderate,2020s,0.01873957148140724,0.7081661891117479,2.9,0.9892103972535558
Germany,Munich,2023,57.31,33.51,62.73,0.59,2.04,5.65,2.52,288.5,6405.77,121.07,39.12,81.76,Europe & Central Asia,High income,Very High,Moderate,2020s,0.018897197807943782,0.5341941654710665,1.4500000000000002,0.6924842919284678
Germany,Munich,2023,48.76,28.8,50.87,0.3,3.11,3.1,1.86,442.27,8904.97,107.29,40.12,82.63,Europe & Central Asia,High income,Very High,Good,2020s,0.012046975231221306,0.5661490072734422,2.81,0.5830443620710272
Germany,Munich,2023,81.68,48.34,63.98,1.33,2.73,6.61,4.44,507.63,1774.36,137.12,45.09,80.57,Europe & Central Asia,High income,High,Moderate,2020s,0.07723503965392935,0.755548608940294,1.4,1.001348535000613
Germany,Munich,2023,41.6,19.95,42.31,0.86,3.79,7.96,4.18,510.01,5172.54,155.78,45.34,83.25,Europe & Central Asia,High income,Very High,Good,2020s,0.030110910517749934,0.4715197352871661,2.93,0.4937685459940653
Germany,Munich,2023,34.68,23.12,30.89,0.83,3.42,6.79,2.91,997.03,4519.63,133.84,44.93,84.68,Europe & Central Asia,High income,Very High,Good,2020s,0.02960649290032584,0.7484622855292975,2.59,0.4047619047619047
Germany,Munich,2023,40.65,20.85,42.87,0.91,3.33,4.31,4.38,434.12,3082.94,97.92,46.01,83.16,Europe & Central Asia,High income,Very High,Good,2020s,0.03175159049786961,0.4863540937718685,2.42,0.48300855513307983
Germany,Munich,2023,39.79,25.35,30.71,1.26,2.0,3.31,2.72,448.48,4289.61,95.29,40.44,83.24,Europe & Central Asia,High income,Very High,Good,2020s,0.02220896329426352,0.8254640182351026,0.74,0.472340930674264
India,Bangalore,2014,140.86,63.16,114.62,3.41,0.73,14.94,5.32,63.16,7907.49,224.99,30.87,75.74,South Asia,Lower middle income,Very High,Sensitive,2010s,0.02844917297739518,0.551038213226313,-2.68,1.8355486056815222
India,Bangalore,2014,167.91,82.94,158.67,3.89,0.62,17.63,5.95,163.05,6389.08,239.06,31.58,74.13,South Asia,Lower middle income,Very High,Unhealthy,2010s,0.03741111222394712,0.5227201109220395,-3.27,2.2349261280447226
India,Bangalore,2014,205.93,97.43,183.72,2.06,1.11,14.29,5.12,95.5,15203.92,214.52,26.06,71.46,South Asia,Lower middle income,Extreme,Very Unhealthy,2010s,0.014108591166543462,0.5303178750272154,-0.95,2.841981783052719
India,Bangalore,2014,274.73,170.33,298.04,3.11,1.79,11.03,13.65,187.29,23562.77,307.67,18.7,67.06,South Asia,Lower middle income,Extreme,Very Unhealthy,2010s,0.013056908975091847,0.571500469735606,-1.3199999999999998,4.036585365853659
India,Bangalore,2014,184.5,94.5,132.96,3.6,0.91,13.29,7.85,127.07,16663.26,232.18,22.46,72.95,South Asia,Lower middle income,Extreme,Unhealthy,2010s,0.013932811898038078,0.7107400722021661,-2.69,2.4949290060851927
India,Bangalore,2014,230.88,145.74,166.73,1.03,1.37,19.82,6.74,167.57,17422.76,303.48,25.65,69.94,South Asia,Lower middle income,Extreme,Very Unhealthy,2010s,0.017417595283681597,0.8741078390211721,0.3400000000000001,3.2545813363405696
India,Bangalore,2014,282.15,189.24,261.42,1.01,1.01,19.96,14.83,50.92,21301.92,386.97,20.72,66.29,South Asia,Lower middle income,Extreme,Very Unhealthy,2010s,0.018165115392631624,0.723892586642185,0.0,4.1930450289790455
India,Bangalore,2014,227.39,121.44,223.89,2.87,1.16,10.96,10.09,109.14,16026.08,262.12,24.58,70.06,South Asia,Lower middle income,Extreme,Very Unhealthy,2010s,0.016354819468050324,0.5424092188128099,-1.7100000000000002,3.199971854770616
India,Bangalore,2014,245.76,138.27,248.2,4.71,0.72,15.48,6.18,123.64,22942.11,263.21,14.52,68.86,South Asia,Lower middle income,Extreme,Very Unhealthy,2010s,0.011472289502164265,0.5570910556003223,-3.99,3.5178929287145717
India,Bangalore,2014,188.85,119.7,164.94,4.28,1.79,10.01,9.63,147.06,7690.39,235.94,33.4,72.7,South Asia,Lower middle income,Very High,Unhealthy,2010s,0.030675859630053863,0.7257184430702074,-2.49,2.562415196743555
India,Bangalore,2014,151.44,75.77,126.64,3.65,1.2,9.14,8.54,152.07,11675.8,212.37,28.27,75.21,South Asia,Lower middle income,Extreme,Unhealthy,2010s,0.018187345848177584,0.5983101705622236,-2.45,1.9871407951712374
India,Bangalore,2014,224.24,142.12,166.2,2.77,0.62,12.56,14.42,108.87,10094.46,277.4,28.99,70.27,South Asia,Lower middle income,Extreme,Very Unhealthy,2010s,0.027477697895885875,0.8551143200962696,-2.15,3.1463448856461347
India,Bangalore,2014,243.82,121.33,228.3,3.14,0.78,11.13,10.15,72.94,24235.54,269.84,14.97,68.89,South Asia,Lower middle income,Extreme,Very Unhealthy,2010s,0.011133602403643424,0.5314498466929478,-2.3600000000000003,3.4886249821147515
India,Bangalore,2014,127.4,59.76,92.12,1.42,1.15,11.48,7.68,167.6,6129.73,221.72,35.91,76.84,South Asia,Lower middle income,Very High,Sensitive,2010s,0.03616535061893119,0.6487190620929222,-0.27,1.6366906474820144
India,Bangalore,2014,162.24,69.5,150.66,1.29,0.44,12.71,5.4,184.7,6664.62,197.38,33.35,74.55,South Asia,Lower middle income,Very High,Unhealthy,2010s,0.029611649028897537,0.4613035975043144,-0.8500000000000001,2.1474520185307746
India,Bangalore,2014,243.31,163.18,254.26,2.11,0.37,8.92,11.24,83.89,18466.62,247.66,20.52,68.95,South Asia,Lower middle income,Extreme,Very Unhealthy,2010s,0.013410499024779587,0.6417840006292772,-1.7399999999999998,3.4783416726233023
India,Bangalore,2014,162.16,76.03,118.16,2.44,1.48,10.42,7.62,157.15,15012.24,233.21,26.98,74.5,South Asia,Lower middle income,Extreme,Unhealthy,2010s,0.0155336223226965,0.6434495599187543,-0.96,2.1478145695364237
India,Bangalore,2014,213.51,102.48,181.35,4.58,0.55,13.17,7.82,109.23,7672.65,227.68,29.39,70.98,South Asia,Lower middle income,Very High,Very Unhealthy,2010s,0.029670365471451007,0.5650951199338297,-4.03,2.9662406223951097
India,Bangalore,2014,173.39,98.44,152.85,4.93,1.94,18.01,6.29,148.07,5361.41,259.43,35.53,73.74,South Asia,Lower middle income,Very High,Unhealthy,2010s,0.04837936673995461,0.644030094864246,-2.9899999999999998,2.3199090179288198
India,Bangalore,2014,214.68,126.23,222.91,2.32,1.13,18.9,7.05,186.01,14452.99,294.69,26.62,71.06,South Asia,Lower middle income,Extreme,Very Unhealthy,2010s,0.020388141959417433,0.5662823561078463,-1.19,2.9791840133222314
India,Bangalore,2014,177.77,97.08,154.44,2.71,1.08,14.28,12.54,120.3,12111.77,308.78,28.41,73.39,South Asia,Lower middle income,Extreme,Unhealthy,2010s,0.025492104613560728,0.6285936285936286,-1.63,2.3897029170587447
India,Bangalore,2014,221.9,145.95,166.84,3.31,0.7,15.85,6.38,64.0,16836.59,251.84,21.96,70.33,South Asia,Lower middle income,Extreme,Very Unhealthy,2010s,0.014957009880867749,0.8747902181730999,-2.6100000000000003,3.110893032384691
India,Bangalore,2014,260.58,176.6,285.39,1.18,1.18,19.59,5.71,118.02,21758.85,274.71,20.6,67.86,South Asia,Lower middle income,Extreme,Very Unhealthy,2010s,0.012624627467560668,0.6188023406566453,0.0,3.784199825733372
India,Bangalore,2014,330.77,223.3,314.9,4.48,0.75,17.5,13.86,76.25,24349.55,373.11,13.43,63.1,South Asia,Lower middle income,Extreme,Hazardous,2010s,0.015322446515581784,0.7091140044458559,-3.7300000000000004,5.16021840873635
India,Bangalore,2014,162.21,69.49,147.29,1.09,0.25,18.45,8.3,175.05,12540.25,304.02,27.11,74.54,South Asia,Lower middle income,Extreme,Unhealthy,2010s,0.024241602711053523,0.4717903455767533,-0.8400000000000001,2.147339158061954
India,Bangalore,2014,178.32,96.72,133.75,1.19,1.48,10.2,7.14,137.65,21419.3,232.5,21.83,73.39,South Asia,Lower middle income,Extreme,Unhealthy,2010s,0.010854189717230851,0.7231401869158879,0.29000000000000004,2.39709638392257
India,Bangalore,2014,173.93,120.76,165.81,4.94,1.92,13.76,6.41,69.5,12378.77,234.45,28.45,73.54,South Asia,Lower middle income,Extreme,Unhealthy,2010s,0.01893815474762455,0.7283034798866173,-3.0200000000000005,2.333378052052589
India,Bangalore,2014,197.25,121.91,182.17,3.81,0.49,17.32,7.85,104.3,15596.73,285.88,22.06,72.06,South Asia,Lower middle income,Extreme,Unhealthy,2010s,0.018328308029437617,0.6692100784981062,-3.3200000000000003,2.699835751437175
India,Bangalore,2014,256.71,145.2,235.41,3.06,1.64,13.02,12.14,96.37,16857.26,291.25,24.99,68.08,South Asia,Lower middle income,Extreme,Very Unhealthy,2010s,0.017276397445525223,0.61679622785778,-1.4200000000000002,3.7161262304574403
India,Bangalore,2014,161.69,106.53,160.97,3.82,0.51,11.85,8.45,115.1,10123.82,237.21,27.59,74.45,South Asia,Lower middle income,Extreme,Unhealthy,2010s,0.023428564655964254,0.661800335466236,-3.3099999999999996,2.1430086149768055
India,Bangalore,2014,218.14,147.1,175.82,3.56,1.15,16.65,5.81,127.53,18972.61,251.46,20.91,70.71,South Asia,Lower middle income,Extreme,Very Unhealthy,2010s,0.013253144762646645,0.836651120464111,-2.41,3.041974619997211
India,Bangalore,2014,181.75,126.73,172.09,1.92,0.76,13.26,8.41,157.17,11319.62,254.67,29.05,73.2,South Asia,Lower middle income,Extreme,Unhealthy,2010s,0.022496117703800673,0.7364169911093033,-1.16,2.449460916442048
India,Bangalore,2014,246.8,107.42,224.44,2.82,0.17,18.55,7.35,130.43,20848.14,274.67,16.85,68.81,South Asia,Lower middle income,Extreme,Very Unhealthy,2010s,0.013174164497912146,0.4786134378898592,-2.65,3.5353101274888985
India,Bangalore,2014,186.76,106.8,137.17,1.12,1.44,13.15,13.21,68.51,15811.56,305.04,27.38,72.69,South Asia,Lower middle income,Extreme,Unhealthy,2010s,0.019290993994647294,0.7785959028942189,0.31999999999999984,2.534400868503189
India,Bangalore,2014,174.29,99.16,147.48,3.4,1.65,17.41,6.21,152.11,5781.99,250.73,35.78,73.68,South Asia,Lower middle income,Very High,Unhealthy,2010s,0.0433564643895286,0.672362354217521,-1.75,2.3338243170862345
India,Bangalore,2014,207.08,95.31,146.51,3.44,0.46,18.77,7.94,165.71,17492.14,311.44,20.44,71.53,South Asia,Lower middle income,Extreme,Very Unhealthy,2010s,0.0178035504203362,0.6505357996041227,-2.98,2.855094443678478
India,Bangalore,2014,204.67,111.18,217.81,3.4,1.22,16.53,11.67,160.15,13328.0,302.85,26.94,71.68,South Asia,Lower middle income,Extreme,Very Unhealthy,2010s,0.02272113436866982,0.5104448831550434,-2.1799999999999997,2.8160429279031365
India,Bangalore,2014,228.9,92.76,178.29,4.22,0.78,15.76,9.14,154.95,14174.28,286.94,23.95,70.05,South Asia,Lower middle income,Extreme,Very Unhealthy,2010s,0.020242280928489596,0.5202759549049302,-3.4399999999999995,3.221674876847291
India,Bangalore,2014,185.25,89.27,149.62,4.83,1.02,11.96,8.61,91.86,7700.64,229.87,30.53,72.83,South Asia,Lower middle income,Very High,Unhealthy,2010s,0.029846889753351234,0.5966448335783986,-3.81,2.5091426249492077
India,Bangalore,2014,166.05,95.77,118.72,4.63,0.58,17.16,5.45,52.0,9217.35,232.03,27.88,74.03,South Asia,Lower middle income,Very High,Unhealthy,2010s,0.025170448073679127,0.8066880053908355,-4.05,2.2131147540983607
India,Bangalore,2014,271.13,186.49,275.9,2.41,1.56,18.21,6.92,66.84,24617.72,292.64,17.64,67.06,South Asia,Lower middle income,Extreme,Very Unhealthy,2010s,0.011886889326496258,0.6759333091699892,-0.8500000000000001,3.9836908610049955
India,Bangalore,2015,195.41,125.85,150.47,4.09,1.5,15.54,12.33,99.88,11896.05,312.56,28.51,72.17,South Asia,Lower middle income,Extreme,Unhealthy,2010s,0.026272059039846016,0.8363793447198777,-2.59,2.6706300396337297
India,Bangalore,2015,168.45,106.17,159.91,2.93,0.52,13.66,11.07,111.62,9331.87,269.0,29.29,73.99,South Asia,Lower middle income,Very High,Unhealthy,2010s,0.02882285942052123,0.6639359639797386,-2.41,2.24629950660088
India,Bangalore,2015,284.29,137.81,300.74,3.32,0.3,15.66,11.27,118.87,23699.52,299.14,13.87,66.28,South Asia,Lower middle income,Extreme,Very Unhealthy,2010s,0.01262166399724563,0.45823635033583826,-3.02,4.225475624256838
India,Bangalore,2015,219.8,144.59,237.89,1.02,0.83,14.35,14.64,54.15,8370.26,295.44,33.1,70.45,South Asia,Lower middle income,Very High,Very Unhealthy,2010s,0.03529217823840139,0.6078019252595738,-0.19000000000000006,3.0762771168649405
India,Bangalore,2015,153.18,77.91,151.74,1.0,1.38,14.85,14.26,57.65,6831.82,285.56,36.32,74.9,South Asia,Lower middle income,Very High,Unhealthy,2010s,0.04179240781990452,0.5134440490312376,0.3799999999999999,2.018181818181818
India,Bangalore,2015,215.05,144.85,219.79,2.72,1.31,18.6,9.97,183.56,19115.23,332.67,22.11,71.03,South Asia,Lower middle income,Extreme,Very Unhealthy,2010s,0.017402489926099447,0.6590381728013104,-1.4100000000000001,2.9855615715674024
India,Bangalore,2015,215.03,102.04,155.36,3.27,0.36,17.67,5.08,166.34,19087.31,277.35,18.71,71.0,South Asia,Lower middle income,Extreme,Very Unhealthy,2010s,0.014529835276145453,0.6567971163748713,-2.91,2.986527777777778
India,Bangalore,2015,213.08,122.0,173.46,4.42,0.99,14.89,11.57,141.32,7392.5,277.32,31.16,71.08,South Asia,Lower middle income,Very High,Very Unhealthy,2010s,0.03750862243862852,0.703332180329759,-3.4299999999999997,2.9561598224195342
India,Bangalore,2015,283.73,161.69,288.24,4.33,1.55,19.07,5.36,183.98,21897.37,289.0,18.41,66.45,South Asia,Lower middle income,Extreme,Very Unhealthy,2010s,0.013197329298938689,0.5609561476547321,-2.7800000000000002,4.206523350630096
India,Bangalore,2015,235.95,111.54,236.35,4.32,1.27,12.93,14.17,115.32,7765.48,278.61,31.73,69.5,South Asia,Lower middle income,Very High,Very Unhealthy,2010s,0.035873394382010905,0.47192722657076375,-3.0500000000000003,3.3468085106382977
India,Bangalore,2015,282.66,184.48,230.27,2.91,0.31,14.52,6.74,63.52,23395.09,252.77,14.62,66.28,South Asia,Lower middle income,Extreme,Very Unhealthy,2010s,0.010803942026210362,0.8011464802188735,-2.6,4.201248513674198
India,Bangalore,2015,213.65,92.98,212.03,2.14,0.29,19.79,6.93,135.39,19716.51,280.25,19.0,71.03,South Asia,Lower middle income,Extreme,Very Unhealthy,2010s,0.01421325512197027,0.43852285054001794,-1.85,2.9661252256004444
India,Bangalore,2015,204.9,140.76,179.82,3.69,1.83,14.67,11.29,56.26,13993.64,283.99,27.82,71.45,South Asia,Lower middle income,Extreme,Very Unhealthy,2010s,0.02029276923164869,0.7827827827827828,-1.8599999999999999,2.8281573498964803
India,Bangalore,2015,160.67,106.75,160.31,1.98,0.71,13.69,5.73,103.15,7746.52,209.43,32.41,74.49,South Asia,Lower middle income,Very High,Unhealthy,2010s,0.02703187600677378,0.6658973239348762,-1.27,2.128361372367201
India,Bangalore,2015,255.42,110.9,224.2,4.12,1.5,14.41,8.85,114.4,20717.29,283.83,19.66,68.2,South Asia,Lower middle income,Extreme,Very Unhealthy,2010s,0.013699489677960874,0.4946476360392507,-2.62,3.6910404624277455
India,Bangalore,2015,181.39,122.32,168.99,1.05,1.48,19.8,10.08,95.16,14738.88,310.21,28.65,73.1,South Asia,Lower middle income,Extreme,Unhealthy,2010s,0.021045625880264967,0.7238298124149357,0.42999999999999994,2.4479082321187584
India,Bangalore,2015,160.05,90.63,149.05,1.57,0.7,19.77,5.79,87.35,12088.35,253.7,28.46,74.5,South Asia,Lower middle income,Extreme,Unhealthy,2010s,0.02098541278067059,0.6080509896008051,-0.8700000000000001,2.119867549668874
India,Bangalore,2015,278.04,190.0,221.87,3.36,1.38,19.45,14.92,166.09,13429.1,348.1,27.35,66.8,South Asia,Lower middle income,Extreme,Very Unhealthy,2010s,0.02591939002687992,0.8563573263622842,-1.98,4.100884955752213
India,Bangalore,2015,335.01,136.66,288.36,3.27,0.43,19.26,13.36,87.18,23323.78,345.21,14.71,62.84,South Asia,Lower middle income,Extreme,Hazardous,2010s,0.014800139594028325,0.47392148703010123,-2.84,5.247650375939849
India,Bangalore,2015,125.36,73.35,122.58,3.1,1.45,9.64,8.77,121.62,6863.3,227.2,34.38,76.89,South Asia,Lower middle income,Very High,Sensitive,2010s,0.0330987864749501,0.5983847283406755,-1.6500000000000001,1.6094492232635769
India,Bangalore,2015,205.02,132.29,220.42,4.27,0.15,10.86,7.67,110.51,15077.31,235.69,21.12,71.55,South Asia,Lower middle income,Extreme,Very Unhealthy,2010s,0.01563106210178727,0.6001723981489883,-4.119999999999999,2.8259131633356307
India,Bangalore,2015,217.43,102.11,230.8,1.29,0.96,14.43,10.68,59.39,19539.23,306.92,22.07,70.62,South Asia,Lower middle income,Extreme,Very Unhealthy,2010s,0.015707082260546575,0.4424176776429809,-0.33000000000000007,3.03588383133203
India,Bangalore,2015,145.46,74.47,150.67,4.33,1.35,14.24,6.84,94.97,6457.87,238.2,33.26,75.49,South Asia,Lower middle income,Very High,Sensitive,2010s,0.036879516076341524,0.49425897657131485,-2.98,1.9016864949666625
India,Bangalore,2015,259.42,149.12,206.6,4.4,0.94,19.73,6.96,181.95,22268.82,317.93,16.15,68.07,South Asia,Lower middle income,Extreme,Very Unhealthy,2010s,0.014276271653744845,0.721781219748306,-3.4600000000000004,3.755899811785146
India,Bangalore,2015,143.9,75.68,151.84,2.94,0.31,9.91,9.51,196.63,8655.6,210.14,29.34,75.8,South Asia,Lower middle income,Very High,Sensitive,2010s,0.02427511956195273,0.49841938883034775,-2.63,1.8736979166666667
India,Bangalore,2015,259.78,148.96,223.5,4.06,2.0,12.06,11.32,192.55,18061.93,280.37,23.88,68.07,South Asia,Lower middle income,Extreme,Very Unhealthy,2010s,0.015521845016284733,0.6664876957494408,-2.0599999999999996,3.761111915448096
India,Bangalore,2015,220.99,107.71,237.92,4.13,0.89,14.57,9.65,66.69,19529.13,277.27,19.0,70.4,South Asia,Lower middle income,Extreme,Very Unhealthy,2010s,0.014197038114953662,0.4527151983860121,-3.2399999999999998,3.095098039215686
India,Bangalore,2015,238.18,129.8,183.02,3.53,1.0,8.2,14.18,198.88,21838.79,273.21,17.63,69.52,South Asia,Lower middle income,Extreme,Very Unhealthy,2010s,0.012509735670535291,0.7092121079663425,-2.53,3.37748156551333
India,Bangalore,2015,238.84,149.47,170.46,4.22,1.99,11.58,5.17,173.71,18960.95,205.23,22.79,69.42,South Asia,Lower middle income,Extreme,Very Unhealthy,2010s,0.010823253937490606,0.8768626070632406,-2.2299999999999995,3.3916500994035785
India,Bangalore,2015,200.6,119.12,148.14,3.74,1.48,12.91,7.66,50.56,14934.65,220.22,25.78,71.73,South Asia,Lower middle income,Extreme,Very Unhealthy,2010s,0.014744587614198244,0.8041042257324154,-2.2600000000000002,2.7581465695036433
India,Bangalore,2015,151.27,88.27,119.2,2.84,0.34,8.43,11.93,150.38,7338.58,250.92,30.86,75.22,South Asia,Lower middle income,Very High,Unhealthy,2010s,0.03418724232176773,0.7405201342281879,-2.5,1.9846496982419315
